"location","source","target"
"242841733-0-34980","Shadowsilk Headwrap",""
"242841733-0-34981","Oodegu's Flamestick",""
"242841733-0-34982","Lionbanner Buckler",""
"242841733-0-35022","Flame-Twist Blade",""
"242841733-0-35023","Fine-Wrought Staff",""
"242841733-0-35024","Girara's Fist",""
"242841733-0-35025","Bone-Handled Dirk",""
"242841733-0-35026","Dimitr's Leathers",""
"242841733-0-35027","Bear-Hide Moccasins",""
"242841733-0-35028","Soul-Shriven Robes",""
"242841733-0-35029","Soul-Shriven Shirt",""
"242841733-0-35030","Soul-Shriven Hood",""
"242841733-0-35031","Soul-Shriven Pants",""
"242841733-0-35032","Soul-Shriven Sandals",""
"242841733-0-35033","Soul-Shriven Gloves",""
"242841733-0-35034","Soul-Shriven Shirt",""
"242841733-0-35035","Soul-Shriven Robes",""
"242841733-0-35036","Soul-Shriven Sandals",""
"242841733-0-35037","Level Five Skills Potion",""
"242841733-0-35038","greatsword^n",""
"242841733-0-35039","greatsword^n",""
"242841733-0-35040","greatsword^n",""
"242841733-0-35041","mace^n",""
"242841733-0-35042","mace^n",""
"242841733-0-35043","mace^n",""
"242841733-0-35044","mace^n",""
"242841733-0-35045","mace^n",""
"242841733-0-35046","mace^n",""
"242841733-0-35047","mace^n",""
"242841733-0-35048","mace^n",""
"242841733-0-35049","mace^n",""
"242841733-0-35050","mace^n",""
"242841733-0-35051","maul^n",""
"242841733-0-35052","maul^n",""
"242841733-0-35053","maul^n",""
"242841733-0-35054","maul^n",""
"242841733-0-35055","maul^n",""
"242841733-0-35056","maul^n",""
"242841733-0-35057","maul^n",""
"242841733-0-35058","maul^n",""
"242841733-0-35059","maul^n",""
"242841733-0-35060","maul^n",""
"242841733-0-35061","jerkin^n",""
"242841733-0-35062","jerkin^n",""
"242841733-0-35063","fire staff^n",""
"242841733-0-35064","ice staff^n",""
"242841733-0-35065","lightning staff^n",""
"242841733-0-35066","fire staff^n",""
"242841733-0-35067","ice staff^n",""
"242841733-0-35068","boots^p",""
"242841733-0-35069","greatsword^n",""
"242841733-0-35070","greatsword^n",""
"242841733-0-35071","greatsword^n",""
"242841733-0-35072","greatsword^n",""
"242841733-0-35073","greatsword^n",""
"242841733-0-35074","greatsword^n",""
"242841733-0-35075","greatsword^n",""
"242841733-0-35076","greatsword^n",""
"242841733-0-35077","greatsword^n",""
"242841733-0-35078","greatsword^n",""
"242841733-0-35079","mace^n",""
"242841733-0-35080","mace^n",""
"242841733-0-35081","mace^n",""
"242841733-0-35082","mace^n",""
"242841733-0-35083","mace^n",""
"242841733-0-35084","mace^n",""
"242841733-0-35085","mace^n",""
"242841733-0-35086","mace^n",""
"242841733-0-35087","mace^n",""
"242841733-0-35088","mace^n",""
"242841733-0-35089","maul^n",""
"242841733-0-35090","maul^n",""
"242841733-0-35091","maul^n",""
"242841733-0-35092","maul^n",""
"242841733-0-35093","maul^n",""
"242841733-0-35094","maul^n",""
"242841733-0-35095","maul^n",""
"242841733-0-35096","maul^n",""
"242841733-0-35097","maul^n",""
"242841733-0-35098","maul^n",""
"242841733-0-35099","jerkin^n",""
"242841733-0-35100","jerkin^n",""
"242841733-0-35101","fire staff^n",""
"242841733-0-35102","fire staff^n",""
"242841733-0-35103","ice staff^n",""
"242841733-0-35104","ice staff^n",""
"242841733-0-35105","lightning staff^n",""
"242841733-0-35106","lightning staff^n",""
"242841733-0-35107","ring^n",""
"242841733-0-35108","ring^n",""
"242841733-0-35109","ring^n",""
"242841733-0-35110","ring^n",""
"242841733-0-35111","ring^n",""
"242841733-0-35112","ring^n",""
"242841733-0-35113","ring^n",""
"242841733-0-35114","ring^n",""
"242841733-0-35115","ring^n",""
"242841733-0-35116","ring^n",""
"242841733-0-35117","fire staff^n",""
"242841733-0-35118","fire staff^n",""
"242841733-0-35119","ice staff^n",""
"242841733-0-35120","ice staff^n",""
"242841733-0-35121","lightning staff^n",""
"242841733-0-35122","lightning staff^n",""
"242841733-0-35123","ring^n",""
"242841733-0-35124","ring^n",""
"242841733-0-35125","ring^n",""
"242841733-0-35126","ring^n",""
"242841733-0-35127","ring^n",""
"242841733-0-35128","ring^n",""
"242841733-0-35129","ring^n",""
"242841733-0-35130","ring^n",""
"242841733-0-35131","ring^n",""
"242841733-0-35132","ring^n",""
"242841733-0-35133","healing staff^n",""
"242841733-0-35134","healing staff^n",""
"242841733-0-35135","pauldron^p",""
"242841733-0-35136","pauldron^p",""
"242841733-0-35137","pauldron^p",""
"242841733-0-35138","pauldron^p",""
"242841733-0-35139","pauldron^p",""
"242841733-0-35140","pauldron^p",""
"242841733-0-35141","pauldron^p",""
"242841733-0-35142","epaulets^p",""
"242841733-0-35143","epaulets^p",""
"242841733-0-35144","epaulets^p",""
"242841733-0-35145","epaulets^p",""
"242841733-0-35146","epaulets^p",""
"242841733-0-35147","epaulets^p",""
"242841733-0-35148","epaulets^p",""
"242841733-0-35149","arm cops^p",""
"242841733-0-35150","arm cops^p",""
"242841733-0-35151","arm cops^p",""
"242841733-0-35152","arm cops^p",""
"242841733-0-35153","arm cops^p",""
"242841733-0-35154","arm cops^p",""
"242841733-0-35155","arm cops^p",""
"242841733-0-35156","boots^p",""
"242841733-0-35157","boots^p",""
"242841733-0-35158","boots^p",""
"242841733-0-35159","boots^p",""
"242841733-0-35160","boots^p",""
"242841733-0-35161","boots^p",""
"242841733-0-35162","boots^p",""
"242841733-0-35163","boots^p",""
"242841733-0-35164","boots^p",""
"242841733-0-35165","boots^p",""
"242841733-0-35166","boots^p",""
"242841733-0-35167","healing staff^n",""
"242841733-0-35168","healing staff^n",""
"242841733-0-35169","necklace^n",""
"242841733-0-35170","necklace^n",""
"242841733-0-35171","necklace^n",""
"242841733-0-35172","necklace^n",""
"242841733-0-35173","necklace^n",""
"242841733-0-35174","necklace^n",""
"242841733-0-35175","necklace^n",""
"242841733-0-35176","necklace^n",""
"242841733-0-35177","girdle^n",""
"242841733-0-35178","girdle^n",""
"242841733-0-35179","girdle^n",""
"242841733-0-35180","girdle^n",""
"242841733-0-35181","belt^n",""
"242841733-0-35182","belt^n",""
"242841733-0-35183","belt^n",""
"242841733-0-35184","belt^n",""
"242841733-0-35185","sash^p",""
"242841733-0-35186","sash^p",""
"242841733-0-35187","sash^p",""
"242841733-0-35188","sash^p",""
"242841733-0-35189","dagger^n",""
"242841733-0-35190","dagger^n",""
"242841733-0-35191","dagger^n",""
"242841733-0-35192","dagger^n",""
"242841733-0-35193","dagger^n",""
"242841733-0-35194","dagger^n",""
"242841733-0-35195","dagger^n",""
"242841733-0-35196","dagger^n",""
"242841733-0-35197","dagger^n",""
"242841733-0-35198","dagger^n",""
"242841733-0-35199","bow^n",""
"242841733-0-35200","bow^n",""
"242841733-0-35201","bow^n",""
"242841733-0-35202","bow^n",""
"242841733-0-35203","bow^n",""
"242841733-0-35204","bow^n",""
"242841733-0-35205","bow^n",""
"242841733-0-35206","bow^n",""
"242841733-0-35207","bow^n",""
"242841733-0-35208","bow^n",""
"242841733-0-35209","bow^n",""
"242841733-0-35210","bow^n",""
"242841733-0-35211","bow^n",""
"242841733-0-35212","bow^n",""
"242841733-0-35213","helm^n",""
"242841733-0-35214","helm^n",""
"242841733-0-35215","helmet^n",""
"242841733-0-35216","helmet^n",""
"242841733-0-35217","hat^n",""
"242841733-0-35218","hat^n",""
"242841733-0-35219","fire staff^n",""
"242841733-0-35220","fire staff^n",""
"242841733-0-35221","ice staff^n",""
"242841733-0-35222","ice staff^n",""
"242841733-0-35223","lightning staff^n",""
"242841733-0-35224","lightning staff^n",""
"242841733-0-35225","ring^n",""
"242841733-0-35226","ring^n",""
"242841733-0-35227","ring^n",""
"242841733-0-35228","ring^n",""
"242841733-0-35229","ring^n",""
"242841733-0-35230","ring^n",""
"242841733-0-35231","ring^n",""
"242841733-0-35232","ring^n",""
"242841733-0-35233","ring^n",""
"242841733-0-35234","ring^n",""
"242841733-0-35235","healing staff^n",""
"242841733-0-35236","healing staff^n",""
"242841733-0-35237","pauldron^p",""
"242841733-0-35238","pauldron^p",""
"242841733-0-35239","pauldron^p",""
"242841733-0-35240","pauldron^p",""
"242841733-0-35241","pauldron^p",""
"242841733-0-35242","pauldron^p",""
"242841733-0-35243","pauldron^p",""
"242841733-0-35244","epaulets^p",""
"242841733-0-35245","epaulets^p",""
"242841733-0-35246","epaulets^p",""
"242841733-0-35247","epaulets^p",""
"242841733-0-35248","epaulets^p",""
"242841733-0-35249","epaulets^p",""
"242841733-0-35250","epaulets^p",""
"242841733-0-35251","arm cops^p",""
"242841733-0-35252","arm cops^p",""
"242841733-0-35253","arm cops^p",""
"242841733-0-35254","arm cops^p",""
"242841733-0-35255","arm cops^p",""
"242841733-0-35256","arm cops^p",""
"242841733-0-35257","arm cops^p",""
"242841733-0-35258","boots^p",""
"242841733-0-35259","boots^p",""
"242841733-0-35260","boots^p",""
"242841733-0-35261","boots^p",""
"242841733-0-35262","boots^p",""
"242841733-0-35263","boots^p",""
"242841733-0-35264","boots^p",""
"242841733-0-35265","boots^p",""
"242841733-0-35266","boots^p",""
"242841733-0-35267","boots^p",""
"242841733-0-35268","boots^p",""
"242841733-0-35269","healing staff^n",""
"242841733-0-35270","healing staff^n",""
"242841733-0-35271","necklace^n",""
"242841733-0-35272","necklace^n",""
"242841733-0-35273","necklace^n",""
"242841733-0-35274","necklace^n",""
"242841733-0-35275","necklace^n",""
"242841733-0-35276","necklace^n",""
"242841733-0-35277","necklace^n",""
"242841733-0-35278","necklace^n",""
"242841733-0-35279","girdle^n",""
"242841733-0-35280","girdle^n",""
"242841733-0-35281","girdle^n",""
"242841733-0-35282","girdle^n",""
"242841733-0-35283","belt^n",""
"242841733-0-35284","belt^n",""
"242841733-0-35285","belt^n",""
"242841733-0-35286","belt^n",""
"242841733-0-35287","sash^p",""
"242841733-0-35288","sash^p",""
"242841733-0-35289","sash^p",""
"242841733-0-35290","sash^p",""
"242841733-0-35291","dagger^n",""
"242841733-0-35292","dagger^n",""
"242841733-0-35293","dagger^n",""
"242841733-0-35294","dagger^n",""
"242841733-0-35295","dagger^n",""
"242841733-0-35296","dagger^n",""
"242841733-0-35297","dagger^n",""
"242841733-0-35298","dagger^n",""
"242841733-0-35299","dagger^n",""
"242841733-0-35300","dagger^n",""
"242841733-0-35301","bow^n",""
"242841733-0-35302","bow^n",""
"242841733-0-35303","bow^n",""
"242841733-0-35304","bow^n",""
"242841733-0-35305","bow^n",""
"242841733-0-35306","bow^n",""
"242841733-0-35307","bow^n",""
"242841733-0-35308","bow^n",""
"242841733-0-35309","bow^n",""
"242841733-0-35310","bow^n",""
"242841733-0-35311","bow^n",""
"242841733-0-35312","bow^n",""
"242841733-0-35313","bow^n",""
"242841733-0-35314","bow^n",""
"242841733-0-35315","helm^n",""
"242841733-0-35316","helm^n",""
"242841733-0-35317","helmet^n",""
"242841733-0-35318","helmet^n",""
"242841733-0-35319","hat^n",""
"242841733-0-35320","hat^n",""
"242841733-0-35321","Fire Staff^n",""
"242841733-0-35322","Fire Staff^n",""
"242841733-0-35323","Ice Staff^n",""
"242841733-0-35324","Ice Staff^n",""
"242841733-0-35325","Lightning Staff^n",""
"242841733-0-35326","Lightning Staff^n",""
"242841733-0-35327","Ring^n",""
"242841733-0-35328","Ring^n",""
"242841733-0-35329","Ring^n",""
"242841733-0-35330","Ring^n",""
"242841733-0-35331","Ring^n",""
"242841733-0-35332","Ring^n",""
"242841733-0-35333","Ring^n",""
"242841733-0-35334","Ring^n",""
"242841733-0-35335","Ring^n",""
"242841733-0-35336","Ring^n",""
"242841733-0-35337","Healing Staff^n",""
"242841733-0-35338","Healing Staff^n",""
"242841733-0-35339","Pauldron^p",""
"242841733-0-35340","Pauldron^p",""
"242841733-0-35341","Pauldron^p",""
"242841733-0-35342","Pauldron^p",""
"242841733-0-35343","Pauldron^p",""
"242841733-0-35344","Pauldron^p",""
"242841733-0-35345","Pauldron^p",""
"242841733-0-35346","Epaulets^p",""
"242841733-0-35347","Epaulets^p",""
"242841733-0-35348","Epaulets^p",""
"242841733-0-35349","Epaulets^p",""
"242841733-0-35350","Epaulets^p",""
"242841733-0-35351","Epaulets^p",""
"242841733-0-35352","Epaulets^p",""
"242841733-0-35353","Arm Cops^p",""
"242841733-0-35354","Arm Cops^p",""
"242841733-0-35355","Arm Cops^p",""
"242841733-0-35356","Arm Cops^p",""
"242841733-0-35357","Arm Cops^p",""
"242841733-0-35358","Arm Cops^p",""
"242841733-0-35359","Arm Cops^p",""
"242841733-0-35360","Boots^p",""
"242841733-0-35361","Boots^p",""
"242841733-0-35362","Boots^p",""
"242841733-0-35363","Boots^p",""
"242841733-0-35364","Boots^p",""
"242841733-0-35365","Boots^p",""
"242841733-0-35366","Boots^p",""
"242841733-0-35367","Boots^p",""
"242841733-0-35368","Boots^p",""
"242841733-0-35369","Boots^p",""
"242841733-0-35370","Boots^p",""
"242841733-0-35371","Healing Staff^n",""
"242841733-0-35372","Healing Staff^n",""
"242841733-0-35373","Necklace^n",""
"242841733-0-35374","Necklace^n",""
"242841733-0-35375","Necklace^n",""
"242841733-0-35376","Necklace^n",""
"242841733-0-35377","Necklace^n",""
"242841733-0-35378","Necklace^n",""
"242841733-0-35379","Necklace^n",""
"242841733-0-35380","Necklace^n",""
"242841733-0-35381","Girdle^n",""
"242841733-0-35382","Girdle^n",""
"242841733-0-35383","Girdle^n",""
"242841733-0-35384","Girdle^n",""
"242841733-0-35385","Belt^n",""
"242841733-0-35386","Belt^n",""
"242841733-0-35387","Belt^n",""
"242841733-0-35388","Belt^n",""
"242841733-0-35389","Sash^p",""
"242841733-0-35390","Sash^p",""
"242841733-0-35391","Sash^p",""
"242841733-0-35392","Sash^p",""
"242841733-0-35393","Dagger^n",""
"242841733-0-35394","Dagger^n",""
"242841733-0-35395","Dagger^n",""
"242841733-0-35396","Dagger^n",""
"242841733-0-35397","Dagger^n",""
"242841733-0-35398","Dagger^n",""
"242841733-0-35399","Dagger^n",""
"242841733-0-35400","Dagger^n",""
"242841733-0-35401","Dagger^n",""
"242841733-0-35402","Dagger^n",""
"242841733-0-35403","Bow^N",""
"242841733-0-35404","Bow^N",""
"242841733-0-35405","Bow^N",""
"242841733-0-35406","Bow^N",""
"242841733-0-35407","Bow^N",""
"242841733-0-35408","Bow^N",""
"242841733-0-35409","Bow^N",""
"242841733-0-35410","Bow^N",""
"242841733-0-35411","Bow^N",""
"242841733-0-35412","Bow^N",""
"242841733-0-35413","Bow^N",""
"242841733-0-35414","Bow^N",""
"242841733-0-35415","Bow^N",""
"242841733-0-35416","Bow^N",""
"242841733-0-35417","Helm^n",""
"242841733-0-35418","Helm^n",""
"242841733-0-35419","Helmet^n",""
"242841733-0-35420","Helmet^n",""
"242841733-0-35421","Hat^n",""
"242841733-0-35422","Hat^n",""
"242841733-0-35423","fire staff^n",""
"242841733-0-35424","fire staff^n",""
"242841733-0-35425","ice staff^n",""
"242841733-0-35426","ice staff^n",""
"242841733-0-35427","lightning staff^n",""
"242841733-0-35428","lightning staff^n",""
"242841733-0-35429","ring^n",""
"242841733-0-35430","ring^n",""
"242841733-0-35431","ring^n",""
"242841733-0-35432","ring^n",""
"242841733-0-35433","ring^n",""
"242841733-0-35434","ring^n",""
"242841733-0-35435","ring^n",""
"242841733-0-35436","ring^n",""
"242841733-0-35437","ring^n",""
"242841733-0-35438","ring^n",""
"242841733-0-35439","healing staff^n",""
"242841733-0-35440","healing staff^n",""
"242841733-0-35441","pauldron^p",""
"242841733-0-35442","pauldron^p",""
"242841733-0-35443","pauldron^p",""
"242841733-0-35444","pauldron^p",""
"242841733-0-35445","pauldron^p",""
"242841733-0-35446","pauldron^p",""
"242841733-0-35447","pauldron^p",""
"242841733-0-35448","epaulets^p",""
"242841733-0-35449","epaulets^p",""
"242841733-0-35450","epaulets^p",""
"242841733-0-35451","epaulets^p",""
"242841733-0-35452","epaulets^p",""
"242841733-0-35453","epaulets^p",""
"242841733-0-35454","epaulets^p",""
"242841733-0-35455","arm cops^p",""
"242841733-0-35456","arm cops^p",""
"242841733-0-35457","arm cops^p",""
"242841733-0-35458","arm cops^p",""
"242841733-0-35459","arm cops^p",""
"242841733-0-35460","arm cops^p",""
"242841733-0-35461","arm cops^p",""
"242841733-0-35462","boots^p",""
"242841733-0-35463","boots^p",""
"242841733-0-35464","boots^p",""
"242841733-0-35465","boots^p",""
"242841733-0-35466","boots^p",""
"242841733-0-35467","boots^p",""
"242841733-0-35468","boots^p",""
"242841733-0-35469","boots^p",""
"242841733-0-35470","boots^p",""
"242841733-0-35471","boots^p",""
"242841733-0-35472","boots^p",""
"242841733-0-35473","healing staff^n",""
"242841733-0-35474","healing staff^n",""
"242841733-0-35475","necklace^n",""
"242841733-0-35476","necklace^n",""
"242841733-0-35477","necklace^n",""
"242841733-0-35478","necklace^n",""
"242841733-0-35479","necklace^n",""
"242841733-0-35480","necklace^n",""
"242841733-0-35481","necklace^n",""
"242841733-0-35482","necklace^n",""
"242841733-0-35483","girdle^n",""
"242841733-0-35484","girdle^n",""
"242841733-0-35485","girdle^n",""
"242841733-0-35486","girdle^n",""
"242841733-0-35487","belt^n",""
"242841733-0-35488","belt^n",""
"242841733-0-35489","belt^n",""
"242841733-0-35490","belt^n",""
"242841733-0-35491","sash^p",""
"242841733-0-35492","sash^p",""
"242841733-0-35493","sash^p",""
"242841733-0-35494","sash^p",""
"242841733-0-35495","dagger^n",""
"242841733-0-35496","dagger^n",""
"242841733-0-35497","dagger^n",""
"242841733-0-35498","dagger^n",""
"242841733-0-35499","dagger^n",""
"242841733-0-35500","dagger^n",""
"242841733-0-35501","dagger^n",""
"242841733-0-35502","dagger^n",""
"242841733-0-35503","dagger^n",""
"242841733-0-35504","dagger^n",""
"242841733-0-35505","bow^n",""
"242841733-0-35506","bow^n",""
"242841733-0-35507","bow^n",""
"242841733-0-35508","bow^n",""
"242841733-0-35509","bow^n",""
"242841733-0-35510","bow^n",""
"242841733-0-35511","bow^n",""
"242841733-0-35512","bow^n",""
"242841733-0-35513","bow^n",""
"242841733-0-35514","bow^n",""
"242841733-0-35515","bow^n",""
"242841733-0-35516","bow^n",""
"242841733-0-35517","bow^n",""
"242841733-0-35518","bow^n",""
"242841733-0-35519","helm^n",""
"242841733-0-35520","helm^n",""
"242841733-0-35521","helmet^n",""
"242841733-0-35522","helmet^n",""
"242841733-0-35523","hat^n",""
"242841733-0-35524","hat^n",""
"242841733-0-35525","fire staff^n",""
"242841733-0-35526","fire staff^n",""
"242841733-0-35527","ice staff^n",""
"242841733-0-35528","ice staff^n",""
"242841733-0-35529","lightning staff^n",""
"242841733-0-35530","lightning staff^n",""
"242841733-0-35531","ring^n",""
"242841733-0-35532","ring^n",""
"242841733-0-35533","ring^n",""
"242841733-0-35534","ring^n",""
"242841733-0-35535","ring^n",""
"242841733-0-35536","ring^n",""
"242841733-0-35537","ring^n",""
"242841733-0-35538","ring^n",""
"242841733-0-35539","ring^n",""
"242841733-0-35540","ring^n",""
"242841733-0-35541","healing staff^n",""
"242841733-0-35542","healing staff^n",""
"242841733-0-35543","pauldron^p",""
"242841733-0-35544","pauldron^p",""
"242841733-0-35545","pauldron^p",""
"242841733-0-35546","pauldron^p",""
"242841733-0-35547","pauldron^p",""
"242841733-0-35548","pauldron^p",""
"242841733-0-35549","pauldron^p",""
"242841733-0-35550","epaulets^p",""
"242841733-0-35551","epaulets^p",""
"242841733-0-35552","epaulets^p",""
"242841733-0-35553","epaulets^p",""
"242841733-0-35554","epaulets^p",""
"242841733-0-35555","epaulets^p",""
"242841733-0-35556","epaulets^p",""
"242841733-0-35557","arm cops^p",""
"242841733-0-35558","arm cops^p",""
"242841733-0-35559","arm cops^p",""
"242841733-0-35560","arm cops^p",""
"242841733-0-35561","arm cops^p",""
"242841733-0-35562","arm cops^p",""
"242841733-0-35563","arm cops^p",""
"242841733-0-35564","boots^p",""
"242841733-0-35565","boots^p",""
"242841733-0-35566","boots^p",""
"242841733-0-35567","boots^p",""
"242841733-0-35568","boots^p",""
"242841733-0-35569","boots^p",""
"242841733-0-35570","boots^p",""
"242841733-0-35571","boots^p",""
"242841733-0-35572","boots^p",""
"242841733-0-35573","boots^p",""
"242841733-0-35574","boots^p",""
"242841733-0-35575","healing staff^n",""
"242841733-0-35576","healing staff^n",""
"242841733-0-35577","necklace^n",""
"242841733-0-35578","necklace^n",""
"242841733-0-35579","necklace^n",""
"242841733-0-35580","necklace^n",""
"242841733-0-35581","necklace^n",""
"242841733-0-35582","necklace^n",""
"242841733-0-35583","necklace^n",""
"242841733-0-35584","necklace^n",""
"242841733-0-35585","girdle^n",""
"242841733-0-35586","girdle^n",""
"242841733-0-35587","girdle^n",""
"242841733-0-35588","girdle^n",""
"242841733-0-35589","belt^n",""
"242841733-0-35590","belt^n",""
"242841733-0-35591","belt^n",""
"242841733-0-35592","belt^n",""
"242841733-0-35593","sash^p",""
"242841733-0-35594","sash^p",""
"242841733-0-35595","sash^p",""
"242841733-0-35596","sash^p",""
"242841733-0-35597","dagger^n",""
"242841733-0-35598","dagger^n",""
"242841733-0-35599","dagger^n",""
"242841733-0-35600","dagger^n",""
"242841733-0-35601","dagger^n",""
"242841733-0-35602","dagger^n",""
"242841733-0-35603","dagger^n",""
"242841733-0-35604","dagger^n",""
"242841733-0-35605","dagger^n",""
"242841733-0-35606","dagger^n",""
"242841733-0-35607","bow^n",""
"242841733-0-35608","bow^n",""
"242841733-0-35609","bow^n",""
"242841733-0-35610","bow^n",""
"242841733-0-35611","bow^n",""
"242841733-0-35612","bow^n",""
"242841733-0-35613","bow^n",""
"242841733-0-35614","bow^n",""
"242841733-0-35615","bow^n",""
"242841733-0-35616","bow^n",""
"242841733-0-35617","bow^n",""
"242841733-0-35618","bow^n",""
"242841733-0-35619","bow^n",""
"242841733-0-35620","bow^n",""
"242841733-0-35621","helm^n",""
"242841733-0-35622","helm^n",""
"242841733-0-35623","helmet^n",""
"242841733-0-35624","helmet^n",""
"242841733-0-35625","hat^n",""
"242841733-0-35626","hat^n",""
"242841733-0-35627","fire staff^n",""
"242841733-0-35628","fire staff^n",""
"242841733-0-35629","ice staff^n",""
"242841733-0-35630","ice staff^n",""
"242841733-0-35631","lightning staff^n",""
"242841733-0-35632","lightning staff^n",""
"242841733-0-35633","ring^n",""
"242841733-0-35634","ring^n",""
"242841733-0-35635","ring^n",""
"242841733-0-35636","ring^n",""
"242841733-0-35637","ring^n",""
"242841733-0-35638","ring^n",""
"242841733-0-35639","ring^n",""
"242841733-0-35640","ring^n",""
"242841733-0-35641","ring^n",""
"242841733-0-35642","ring^n",""
"242841733-0-35643","healing staff^n",""
"242841733-0-35644","healing staff^n",""
"242841733-0-35645","pauldron^p",""
"242841733-0-35646","pauldron^p",""
"242841733-0-35647","pauldron^p",""
"242841733-0-35648","pauldron^p",""
"242841733-0-35649","pauldron^p",""
"242841733-0-35650","pauldron^p",""
"242841733-0-35651","pauldron^p",""
"242841733-0-35652","epaulets^p",""
"242841733-0-35653","epaulets^p",""
"242841733-0-35654","epaulets^p",""
"242841733-0-35655","epaulets^p",""
"242841733-0-35656","epaulets^p",""
"242841733-0-35657","epaulets^p",""
"242841733-0-35658","epaulets^p",""
"242841733-0-35659","arm cops^p",""
"242841733-0-35660","arm cops^p",""
"242841733-0-35661","arm cops^p",""
"242841733-0-35662","arm cops^p",""
"242841733-0-35663","arm cops^p",""
"242841733-0-35664","arm cops^p",""
"242841733-0-35665","arm cops^p",""
"242841733-0-35666","boots^p",""
"242841733-0-35667","boots^p",""
"242841733-0-35668","boots^p",""
"242841733-0-35669","boots^p",""
"242841733-0-35670","boots^p",""
"242841733-0-35671","boots^p",""
"242841733-0-35672","boots^p",""
"242841733-0-35673","boots^p",""
"242841733-0-35674","boots^p",""
"242841733-0-35675","boots^p",""
"242841733-0-35676","boots^p",""
"242841733-0-35677","healing staff^n",""
"242841733-0-35678","healing staff^n",""
"242841733-0-35679","necklace^n",""
"242841733-0-35680","necklace^n",""
"242841733-0-35681","necklace^n",""
"242841733-0-35682","necklace^n",""
"242841733-0-35683","necklace^n",""
"242841733-0-35684","necklace^n",""
"242841733-0-35685","necklace^n",""
"242841733-0-35686","necklace^n",""
"242841733-0-35687","girdle^n",""
"242841733-0-35688","girdle^n",""
"242841733-0-35689","girdle^n",""
"242841733-0-35690","girdle^n",""
"242841733-0-35691","belt^n",""
"242841733-0-35692","belt^n",""
"242841733-0-35693","belt^n",""
"242841733-0-35694","belt^n",""
"242841733-0-35695","sash^p",""
"242841733-0-35696","sash^p",""
"242841733-0-35697","sash^p",""
"242841733-0-35698","sash^p",""
"242841733-0-35699","dagger^n",""
"242841733-0-35700","dagger^n",""
"242841733-0-35701","dagger^n",""
"242841733-0-35702","dagger^n",""
"242841733-0-35703","dagger^n",""
"242841733-0-35704","dagger^n",""
"242841733-0-35705","dagger^n",""
"242841733-0-35706","dagger^n",""
"242841733-0-35707","dagger^n",""
"242841733-0-35708","dagger^n",""
"242841733-0-35709","bow^n",""
"242841733-0-35710","bow^n",""
"242841733-0-35711","bow^n",""
"242841733-0-35712","bow^n",""
"242841733-0-35713","bow^n",""
"242841733-0-35714","bow^n",""
"242841733-0-35715","bow^n",""
"242841733-0-35716","bow^n",""
"242841733-0-35717","bow^n",""
"242841733-0-35718","bow^n",""
"242841733-0-35719","bow^n",""
"242841733-0-35720","bow^n",""
"242841733-0-35721","bow^n",""
"242841733-0-35722","bow^n",""
"242841733-0-35723","helm^n",""
"242841733-0-35724","helm^n",""
"242841733-0-35725","helmet^n",""
"242841733-0-35726","helmet^n",""
"242841733-0-35727","hat^n",""
"242841733-0-35728","hat^n",""
"242841733-0-35729","fire staff^n",""
"242841733-0-35730","fire staff^n",""
"242841733-0-35731","ice staff^n",""
"242841733-0-35732","ice staff^n",""
"242841733-0-35733","lightning staff^n",""
"242841733-0-35734","lightning staff^n",""
"242841733-0-35735","ring^n",""
"242841733-0-35736","ring^n",""
"242841733-0-35737","ring^n",""
"242841733-0-35738","ring^n",""
"242841733-0-35739","ring^n",""
"242841733-0-35740","ring^n",""
"242841733-0-35741","ring^n",""
"242841733-0-35742","ring^n",""
"242841733-0-35743","ring^n",""
"242841733-0-35744","ring^n",""
"242841733-0-35745","healing staff^n",""
"242841733-0-35746","healing staff^n",""
"242841733-0-35747","pauldron^p",""
"242841733-0-35748","pauldron^p",""
"242841733-0-35749","pauldron^p",""
"242841733-0-35750","pauldron^p",""
"242841733-0-35751","pauldron^p",""
"242841733-0-35752","pauldron^p",""
"242841733-0-35753","pauldron^p",""
"242841733-0-35754","epaulets^p",""
"242841733-0-35755","epaulets^p",""
"242841733-0-35756","epaulets^p",""
"242841733-0-35757","epaulets^p",""
"242841733-0-35758","epaulets^p",""
"242841733-0-35759","epaulets^p",""
"242841733-0-35760","epaulets^p",""
"242841733-0-35761","arm cops^p",""
"242841733-0-35762","arm cops^p",""
"242841733-0-35763","arm cops^p",""
"242841733-0-35764","arm cops^p",""
"242841733-0-35765","arm cops^p",""
"242841733-0-35766","arm cops^p",""
"242841733-0-35767","arm cops^p",""
"242841733-0-35768","boots^p",""
"242841733-0-35769","boots^p",""
"242841733-0-35770","boots^p",""
"242841733-0-35771","boots^p",""
"242841733-0-35772","boots^p",""
"242841733-0-35773","boots^p",""
"242841733-0-35774","boots^p",""
"242841733-0-35775","boots^p",""
"242841733-0-35776","boots^p",""
"242841733-0-35777","boots^p",""
"242841733-0-35778","boots^p",""
"242841733-0-35779","healing staff^n",""
"242841733-0-35780","healing staff^n",""
"242841733-0-35781","necklace^n",""
"242841733-0-35782","necklace^n",""
"242841733-0-35783","necklace^n",""
"242841733-0-35784","necklace^n",""
"242841733-0-35785","necklace^n",""
"242841733-0-35786","necklace^n",""
"242841733-0-35787","necklace^n",""
