"Location","Source","Target"
"8290981-0-37559","Baan Dar's Charger",
"8290981-0-37560","Baan Dar's Charger",
"8290981-0-37561","Baan Dar's Dancer^F",
"8290981-0-37562","Blood Essence",
"8290981-0-37563","Claudie Themond^F",
"8290981-0-37564","Peruin^F",
"8290981-0-37565","Dallinir^F",
"8290981-0-37566","Captain Kaleen^F",
"8290981-0-37567","Stand, captive, angry",
"8290981-0-37568","Claudie Themond",
"8290981-0-37569","Sit ground, captive, angry",
"8290981-0-37570","Tharwab^M",
"8290981-0-37571","Bloody Fist",
"8290981-0-37572","Stefan Themond^M",
"8290981-0-37573","Gallinius",
"8290981-0-37574","Werewolf ALT threatening",
"8290981-0-37575","Rulorn^M",
"8290981-0-37576","Bloody Fist",
"8290981-0-37577","Bloody Fist",
"8290981-0-37578","Athel Baelborne^M",
"8290981-0-37579","Bloody Fist",
"8290981-0-37580","Stonechewer Skirmisher",
"8290981-0-37581","Stonechewer Ravager",
"8290981-0-37582","Stonechewer Shaman",
"8290981-0-37583","Stonechewer Witch",
"8290981-0-37584","Werewolf ALT cower",
"8290981-0-37585","Werewolf ALT cower2",
"8290981-0-37586","Ancient Clannfear",
"8290981-0-37587","Captain Odreth^M",
"8290981-0-37588","Shazah^F",
"8290981-0-37589","Khali^F",
"8290981-0-37590","Thunderbug",
"8290981-0-37591","Sergeant Herdor^F",
"8290981-0-37592","Remius Balbus^M",
"8290981-0-37593","Milk Eyes^M",
"8290981-0-37594","Clanmother Shuzura^F",
"8290981-0-37595","Ezzag^M",
"8290981-0-37596","Kalari^F",
"8290981-0-37597","Mathal^M",
"8290981-0-37598","MON_Troll, ALT03: ransack",
"8290981-0-37599","g",
"8290981-0-37600","Almerel Dralen^M",
"8290981-0-37601","Raston Vendil^M",
"8290981-0-37602","Madria Dralen^F",
"8290981-0-37603","Captain Kaleen^F",
"8290981-0-37604","Ogrim Ransack #844",
"8290981-0-37605","Blood Essence",
"8290981-0-37606","Yinz-Hei^M",
"8290981-0-37607","Lorene Menillet^F",
"8290981-0-37608","Test Dead Dude",
"8290981-0-37609","Echo of Rosalind^F",
"8290981-0-37610","Test Dead Dude",
"8290981-0-37611","Giant",
"8290981-0-37612","Badilia Dothan^F",
"8290981-0-37613","Skulreid Foxbite^M",
"8290981-0-37614","Ajac Viliane^F",
"8290981-0-37615","MON_Ogre, ALT02: eat",
"8290981-0-37616","Stonefire Soldier",
"8290981-0-37617","Stonefire Soldier",
"8290981-0-37618","Stonefire Defiler",
"8290981-0-37619","Stonefire Defiler",
"8290981-0-37620","Stonefire Blademaster",
"8290981-0-37621","Stonefire Blademaster",
"8290981-0-37622","Stonefire Quickblade",
"8290981-0-37623","Stonefire Quickblade",
"8290981-0-37624","Lulius Asellio^M",
"8290981-0-37625","Lantoinette Ergend^F",
"8290981-0-37626","Murtag Bruiser",
"8290981-0-37627","Murtag Bruiser",
"8290981-0-37628","Murtag Berserker",
"8290981-0-37629","Murtag Berserker",
"8290981-0-37630","Murtag Blademaster",
"8290981-0-37631","Murtag Blademaster",
"8290981-0-37632","Murtag Sharpshooter",
"8290981-0-37633","Murtag Sharpshooter",
"8290981-0-37634","Supernal Recruit",
"8290981-0-37635","Supernal Recruit",
"8290981-0-37636","Supernal Healer",
"8290981-0-37637","Supernal Healer",
"8290981-0-37638","Supernal Guardian",
"8290981-0-37639","Supernal Guardian",
"8290981-0-37640","Supernal Frost Mage",
"8290981-0-37641","Supernal Frost Mage",
"8290981-0-37642","Glurala gra-Ulat^F",
"8290981-0-37643","Telenger the Artificer^M",
"8290981-0-37644","Andewen^F",
"8290981-0-37645","Telenger the Artificer^M",
"8290981-0-37646","Telenger the Artificer^M",
"8290981-0-37647","Telenger the Artificer^M",
"8290981-0-37649","MON_Nixhound, ALT01: eat",
"8290981-0-37650","x",
"8290981-0-37651","Cumberland^M",
"8290981-0-37652","Cumberland^M",
"8290981-0-37653","Zainat-ri^M",
"8290981-0-37654","Spirit of the Ancient Dead^M",
"8290981-0-37655","The Prophet^M",
"8290981-0-37656","Neramo^M",
"8290981-0-37657","Bloodfiend",
"8290981-0-37658","Shazah^F",
"8290981-0-37659","Khali^F",
"8290981-0-37660","Hisham^M",
"8290981-0-37661","The Silvenar^M",
"8290981-0-37662","Marina Bincal^F",
"8290981-0-37663","QALOC_DG_BOT1",
"8290981-0-37664","Borghak^F",
"8290981-0-37665","Spider Swarm",
"8290981-0-37666","QALOC_DG_BOT2",
"8290981-0-37667","The Silvenar",
"8290981-0-37668","Octavimus Bincal^M",
"8290981-0-37669","QALOC_DG_BOT3",
"8290981-0-37670","QALOC_DG_BOT4",
"8290981-0-37671","Steel Shrike Sentry",
"8290981-0-37672","Steel Shrike Sentry",
"8290981-0-37673","Swarm Mother Nightmare",
"8290981-0-37674","The Widow-Maker Nightmare^M",
"8290981-0-37675","Big Rabbu Nightmare^M",
"8290981-0-37676","Nogrond^M",
"8290981-0-37677","Sai Sahan^M",
"8290981-0-37678","Glooredel^F",
"8290981-0-37679","Alessian Infantry",
"8290981-0-37680","Direnni Defender",
"8290981-0-37681","Fire Shalk",
"8290981-0-37682","Corrupted Healer Nightmare^F",
"8290981-0-37683","Headman's Fist^F",
"8290981-0-37684","Nicolene^F",
"8290981-0-37685","The Whisperer Nightmare^F",
"8290981-0-37686","Umgol^F",
"8290981-0-37687","QALOC_RG_BOT1",
"8290981-0-37688","Neramo^M",
"8290981-0-37690","QALOC_RG_BOT1",
"8290981-0-37691","Cat - The Follower||Kitten - The Followers",
"8290981-0-37692","QALOC_RG_BOT3",
"8290981-0-37693","Veek-Gai Gold-Tail^F",
"8290981-0-37694","QALOC_RG_BOT4",
"8290981-0-37695","Falphirion^F",
"8290981-0-37696","Huurel^F",
"8290981-0-37697","Gothrongor^M",
"8290981-0-37698","Oceane Hemmet^F",
"8290981-0-37699","Brithril^F",
"8290981-0-37700","Jakarn^M",
"8290981-0-37701","Althaedal^M",
"8290981-0-37702","Aramriel^F",
"8290981-0-37703","Findir^M",
"8290981-0-37704","Findor^M",
"8290981-0-37705","Headman's Fist^F",
"8290981-0-37706","Cerethriath^F",
"8290981-0-37707","Aengaer^M",
"8290981-0-37708","Murtag Conscript",
"8290981-0-37709","Mengonir^M",
"8290981-0-37710","Hariell^F",
"8290981-0-37711","Onglorien^F",
"8290981-0-37712","Absolet Lemal^M",
"8290981-0-37713","Thaelion^F",
"8290981-0-37714","Master Kasan^M",
"8290981-0-37715","QALOC_CONVO_BOT1",
"8290981-0-37716","Tholongor^M",
"8290981-0-37717","Larchelas^F",
"8290981-0-37718","Claumin Dencent^M",
"8290981-0-37719","Drago Derone^M",
"8290981-0-37720","Louarde Barbe^F",
"8290981-0-37721","Bernhard",
"8290981-0-37722","Margerelle Broc^F",
"8290981-0-37723","Ogre",
"8290981-0-37724","Ogre",
"8290981-0-37725","Nyrona Broc^F",
"8290981-0-37726","Nasmat^F",
"8290981-0-37727","Scout Mengaer^F",
"8290981-0-37728","Laanari^F",
"8290981-0-37729","Zurana^F",
"8290981-0-37730","Tumma-Shah^F",
"8290981-0-37731","Fenlil^M",
"8290981-0-37732","Wyress Olyna^F",
"8290981-0-37733","Zozullu",
"8290981-0-37734","Gadodar^M",
"8290981-0-37735","Ronyssa Chaudry^F",
"8290981-0-37736","Kyla",
"8290981-0-37737","Hasmani^M",
"8290981-0-37738","First Auridon Marine",
"8290981-0-37739","First Auridon Marine",
"8290981-0-37740","Candariel^F",
"8290981-0-37741","Werewolf",
"8290981-0-37742","Werewolf",
"8290981-0-37743","Houndsman Brute",
"8290981-0-37744","Houndsman Brute",
"8290981-0-37745","Houndsman Longbranch",
"8290981-0-37746","Houndsman Longbranch",
"8290981-0-37747","Houndsman Sharpshooter",
"8290981-0-37748","Houndsman Sharpshooter",
"8290981-0-37749","Houndsman Heartwood",
"8290981-0-37750","Houndsman Heartwood",
"8290981-0-37751","Skulzak^M",
"8290981-0-37752","Troki^F",
"8290981-0-37753","Crafty Lerisa^F",
"8290981-0-37754","Jakarn^M",
"8290981-0-37755","Irien^F",
"8290981-0-37756","Tethal^M",
"8290981-0-37757","Haraddal^M",
"8290981-0-37758","Majoll^M",
"8290981-0-37759","Nasmat^F",
"8290981-0-37760","Nadwa^F",
"8290981-0-37761","Elethien^F",
"8290981-0-37762","Deregor^M",
"8290981-0-37763","Merano^M",
"8290981-0-37764","Telonil^M",
"8290981-0-37765","Renardine^F",
"8290981-0-37766","Orc Body^F",
"8290981-0-37767","Haerdun^M",
"8290981-0-37768","Crenard Dortene^M",
"8290981-0-37769","Altmer Body^M",
"8290981-0-37770","Mekag gro-Bug^M",
"8290981-0-37771","Neramo^M",
"8290981-0-37772","Clanker",
"8290981-0-37773","Howler",
"8290981-0-37774","Andrilion^M",
"8290981-0-37775","Ellashana^F",
"8290981-0-37776","Vimy Lacroix^F",
"8290981-0-37777","Lambur^F",
"8290981-0-37778","Dugroth^M",
"8290981-0-37779","Bipsy",
"8290981-0-37780","Vaden",
"8290981-0-37781","Dugroth^M",
"8290981-0-37782","Yinz-Hei^M",
"8290981-0-37783","Bosmer^m",
"8290981-0-37784","Shargra^F",
"8290981-0-37785","Gailen Tramnil^M",
"8290981-0-37786","Sundurah^F",
"8290981-0-37787","Edric^M",
"8290981-0-37788","Mojo^M",
"8290981-0-37789","Wakil^M",
"8290981-0-37790","Darwish^M",
"8290981-0-37791","Shawna Loghammer^F",
"8290981-0-37792","Durzog",
"8290981-0-37793","Dogeater Skirmisher",
"8290981-0-37794","Dogeater Witchdoctor",
"8290981-0-37795","Ogrim Behemoth",
"8290981-0-37796","Manifestation of Fear",
"8290981-0-37797","Shandi^F",
"8290981-0-37798","MON_Goblin, ALT01: torch",
"8290981-0-37799","Knight of the Flame",
"8290981-0-37800","Knight of the Flame",
"8290981-0-37801","Knight of the Flame",
"8290981-0-37802","Knight of the Flame",
"8290981-0-37803","Knight of the Flame",
"8290981-0-37804","Knight of the Flame",
"8290981-0-37805","Knight of the Flame",
"8290981-0-37806","Knight of the Flame",
"8290981-0-37807","Guard",
"8290981-0-37808","Guard",
"8290981-0-37809","Guard",
"8290981-0-37810","Guard",
"8290981-0-37811","Guard",
"8290981-0-37812","Guard",
"8290981-0-37813","Guard",
"8290981-0-37814","Guard",
"8290981-0-37815","Guard",
"8290981-0-37816","Guard",
"8290981-0-37817","Guard",
"8290981-0-37818","Guard",
"8290981-0-37819","Guard",
"8290981-0-37820","Guard",
"8290981-0-37821","Guard",
"8290981-0-37822","Guard",
"8290981-0-37823","Guard",
"8290981-0-37824","Guard",
"8290981-0-37825","Guard",
"8290981-0-37826","Guard",
"8290981-0-37827","Guard Sergeant",
"8290981-0-37828","Guard Sergeant",
"8290981-0-37829","Guard Sergeant",
"8290981-0-37830","Guard Sergeant",
"8290981-0-37831","Murtag Soldier^M",
"8290981-0-37832","Murtag Soldier",
"8290981-0-37833","Murtag Soldier",
"8290981-0-37834","Murtag Soldier",
"8290981-0-37835","Murtag Soldier",
"8290981-0-37836","Murtag Soldier",
"8290981-0-37837","Murtag Soldier",
"8290981-0-37838","Murtag Soldier",
"8290981-0-37839","Ghost^M",
"8290981-0-37840","Ghost^F",
"8290981-0-37841","Jurak-dar^M",
"8290981-0-37842","Shawna Loghammer^F",
"8290981-0-37843","Ronyssa Chaudry^F",
"8290981-0-37844","Wyress Olyna^F",
"8290981-0-37845","Sabrilah^F",
"8290981-0-37846","Fihada^F",
"8290981-0-37847","Gailen Tramnil^M",
"8290981-0-37848","Flame Atronach",
"8290981-0-37849","Sheep",
"8290981-0-37850","Imtithah^F",
"8290981-0-37851","Wraith",
"8290981-0-37852","Werewolf",
"8290981-0-37853","Guard Sergeant",
"8290981-0-37854","Guard Sergeant",
"8290981-0-37855","Guard Sergeant",
"8290981-0-37856","Guard Sergeant",
"8290981-0-37857","Guard Sergeant",
"8290981-0-37858","Guard Sergeant",
"8290981-0-37859","Lion Guard",
"8290981-0-37860","Lion Guard",
"8290981-0-37861","Murtag Officer^M",
"8290981-0-37862","Murtag Officer",
"8290981-0-37863","Snagara^F",
"8290981-0-37864","MON_Ogre, ALT03: aggro",
"8290981-0-37865","Bosekus Sun-Belly^M",
"8290981-0-37866","Steward Khulus^M",
"8290981-0-37867","Larus Fonteius^M",
"8290981-0-37868","Ogre",
"8290981-0-37869","Servant Sanarel^M",
"8290981-0-37870","Murtag Conscript",
"8290981-0-37871","Murtag Conscript",
"8290981-0-37872","Murtag Conscript",
"8290981-0-37873","Murtag Conscript",
"8290981-0-37874","Murtag Conscript",
"8290981-0-37875","Murtag Conscript",
"8290981-0-37876","Faustina Papus^M",
"8290981-0-37877","Elarie^F",
"8290981-0-37878","Corporal Gleg^M",
"8290981-0-37879","Irien^F",
"8290981-0-37880","Ungiras^M",
"8290981-0-37881","Enslaved Villager",
"8290981-0-37882","Shagol gro-Gular^M",
"8290981-0-37883","Bob||Bobbies",
"8290981-0-37884","Rashmiya^F",
"8290981-0-37885","Jurak-dar^M",
"8290981-0-37886","Bloodthorn Cultist^M",
"8290981-0-37887","Cheedal-Gah^M",
"8290981-0-37888","Q4487 Invis Target",
"8290981-0-37889","MolagBal",
"8290981-0-37890","Pavel Elve^M",
"8290981-0-37891","Mamma Aralosi^F",
"8290981-0-37892","Liviera Berri^F",
"8290981-0-37893","Ludivine Sephinie^F",
"8290981-0-37894","Nicoline Rouillac^F",
"8290981-0-37895","Absolet Lemal",
"8290981-0-37896","Beaubel Augier^M",
"8290981-0-37897","Ghost^M",
"8290981-0-37898","Unconscious 01",
"8290981-0-37899","Retainer Lladrelo^M",
"8290981-0-37900","Hlenir Redoran^M",
"8290981-0-37901","Silvenar Present",
"8290981-0-37902","Silvenar Past",
"8290981-0-37903","Silvenar Future",
"8290981-0-37904","Burst mob",
"8290981-0-37905","Burst mob",
"8290981-0-37906","Burst mob",
"8290981-0-37907","Burst mob",
"8290981-0-37908","Denrin^M",
"8290981-0-37909","Azdazi^F",
"8290981-0-37910","Elorwen^F",
"8290981-0-37911","Ganwen^F",
"8290981-0-37912","Elorwen^F",
"8290981-0-37913","Noldir^M",
"8290981-0-37914","Fadama^F",
"8290981-0-37915","Nedrin^M",
"8290981-0-37916","Mithen Callushands^F",
"8290981-0-37917","Indiir^M",
"8290981-0-37918","Ulthorn the Hound^M",
"8290981-0-37919","Gwinor^M",
"8290981-0-37920","Hazad^M",
"8290981-0-37921","Sheogorath^M",
"8290981-0-37922","Valaste^F",
"8290981-0-37923","Arch-Mage Shalidor^M",
"8290981-0-37924","Vanus Galerion^M",
"8290981-0-37925","Elden Hollow",
"8290981-0-37926","General Godrun^M",
"8290981-0-37927","High King Emeric^M",
"8290981-0-37928","Herne",
"8290981-0-37929","Waypoint Test",
"8290981-0-37930","Zalayza^F",
"8290981-0-37931","Sirreth^F",
"8290981-0-37932","Thranor^M",
"8290981-0-37933","Glooredel^F",
"8290981-0-37934","Aldarch Wuufren",
"8290981-0-37935","Thaane",
"8290981-0-37936","Minriel^F",
"8290981-0-37937","Enik-ja^M",
"8290981-0-37938","Miczen^M",
"8290981-0-37939","None",
"8290981-0-37940","Canary",
"8290981-0-37941","Highland Soldier",
"8290981-0-37942","Sergeant Olfin^M",
"8290981-0-37943","Noldir^M",
"8290981-0-37944","Dirty Delric^M",
"8290981-0-37945","Fuldir^M",
"8290981-0-37946","Highland Battlemage",
"8290981-0-37947","Highland Battlemage",
"8290981-0-37948","Highland Cryomancer",
"8290981-0-37949","Highland Cryomancer",
"8290981-0-37950","Highland Striker",
"8290981-0-37951","Highland Striker",
"8290981-0-37952","Highland Arcanist",
"8290981-0-37953","Highland Arcanist",
"8290981-0-37954","Lagarg^M",
"8290981-0-37955","Irkki^F",
"8290981-0-37956","Dummy",
"8290981-0-37957","Evessa^F",
"8290981-0-37958","Sakeeus^M",
"8290981-0-37959","Qadrima^F",
"8290981-0-37960","Grubalash^F",
"8290981-0-37961","The Green Lady^F",
"8290981-0-37962","Riminor^M",
"8290981-0-37963","Ulthorn^M",
"8290981-0-37964","Breton Body^M",
"8290981-0-37965","Bluga^F",
"8290981-0-37966","The Green Lady^F",
"8290981-0-37967","Ulthorn^M",
"8290981-0-37968","Bear",
"8290981-0-37969","Blood Spawn^N",
"8290981-0-37970","Conscript",
"8290981-0-37971","Conscript",
"8290981-0-37972","Telenger the Artificer^M",
"8290981-0-37973","Jibril^M",
"8290981-0-37974","Villager",
"8290981-0-37975","Villager",
"8290981-0-37976","Centurion Burri^F",
"8290981-0-37977","Werewolf",
"8290981-0-37978","Prefect Antias^F",
"8290981-0-37979","Glooredel^F",
"8290981-0-37980","Captain Odreth^M",
"8290981-0-37981","Sergeant Herdor^F",
"8290981-0-37982","Cousin Scrag^N",
"8290981-0-37983","Micholas^M",
"8290981-0-37984","Murtag Messenger^F",
"8290981-0-37985","Tazia^F",
"8290981-0-37986","Calircarya^F",
"8290981-0-37987","Berdonion^M",
"8290981-0-37988","Ghadar^M",
"8290981-0-37989","Scrag's Bear",
"8290981-0-37990","Scrag's Ogre",
"8290981-0-37991","Snaehild^F",
"8290981-0-37992","Corrupted Evoker Nightmare^F",
"8290981-0-37993","Corrupted Infantry Nightmare^F",
"8290981-0-37994","Supply Officer Mugaga^F",
"8290981-0-37995","Orthuna^F",
"8290981-0-37996","Gugnir^M",
"8290981-0-37997","King Demog^M",
"8290981-0-37998","Lion Guard",
"8290981-0-37999","Azubal^F",
"8290981-0-38000","Moglurkgul^F",
"8290981-0-38001","Zymel Kruz^N",
"8290981-0-38002","Mercenary Marauder^m",
"8290981-0-38003","Grave Rogue",
"8290981-0-38004","Grave Rogue",
"8290981-0-38005","Grave Butcher",
"8290981-0-38006","Grave Butcher",
"8290981-0-38007","Grave Archer",
"8290981-0-38008","Grave Archer",
"8290981-0-38009","Razum-dar^F",
"8290981-0-38010","Gar Xuu Gar^N",
"8290981-0-38011","Qawi",
"8290981-0-38012","Invisible Incrementer",
"8290981-0-38013","Daine^M",
"8290981-0-38014","Q4431 TrapCity01 Controller",
"8290981-0-38015","Almalexia hovering",
"8290981-0-38016","Guard Captain^M",
"8290981-0-38017","Cirglion^M",
"8290981-0-38018","Manenlir^M",
"8290981-0-38019","Sanonor^M",
"8290981-0-38020","Bonorion^M",
"8290981-0-38021","Ungador^M",
"8290981-0-38022","Doldir^M",
"8290981-0-38023","Gilanbor^M",
"8290981-0-38024","Nothirvir^M",
"8290981-0-38025","Elanir^M",
"8290981-0-38026","Cirodor^M",
"8290981-0-38027","Uurwaen^F",
"8290981-0-38028","Ciirilwen^F",
"8290981-0-38029","Thaeril^F",
"8290981-0-38030","Fauril^F",
"8290981-0-38031","Guardian Spider",
"8290981-0-38032","Malfinir^F",
"8290981-0-38033","Amridil^F",
"8290981-0-38034","Inglin^F",
"8290981-0-38035","Laeraen^F",
"8290981-0-38036","Gathel^F",
"8290981-0-38037","Ondineth^F",
"8290981-0-38038","Queen Maraya^F",
"8290981-0-38039","Hopper",
"8290981-0-38040","Bloodthirster",
"8290981-0-38041","Snooks",
"8290981-0-38042","Smuggler Enforcer",
"8290981-0-38043","Shazeem^M",
"8290981-0-38044","Shazeem^M",
"8290981-0-38045","High King Emeric^M",
"8290981-0-38046","Sergeant Herdor^F",
"8290981-0-38047","Ufgra gra-Gum^F",
"8290981-0-38048","Merethic Collector^M",
"8290981-0-38049","Big Burgulug^M",
"8290981-0-38050","Scamp",
"8290981-0-38051","Pirate Brigand^M",
"8290981-0-38052","Pirate Brigand^F",
"8290981-0-38053","Dariel^M",
"8290981-0-38054","Merethic Collector^F",
"8290981-0-38055","Merethic Collector^F",
"8290981-0-38056","Merethic Collector^M",
"8290981-0-38057","Daine^M",
"8290981-0-38058","Glooredel^F",
"8290981-0-38059","Adnot Dantien^M",
"8290981-0-38060","The Silvenar^M",
"8290981-0-38061","Captain Kaleen^F",
"8290981-0-38062","Mudcrab",
"8290981-0-38063","Wolf",
"8290981-0-38064","Andewen^F",
"8290981-0-38065","Wolf",
"8290981-0-38066","Gugnir^M",
"8290981-0-38067","Malyna Jurelette^F",
"8290981-0-38068","Taqiyat the Thrifty^F",
"8290981-0-38069","Dreugh",
"8290981-0-38070","MON_Durzog, ALT03: feasting",
"8290981-0-38071","Lamia",
"8290981-0-38072","Lamia Domina",
"8290981-0-38073","High King Emeric^M",
"8290981-0-38074","Lamia Curare",
"8290981-0-38075","Mahbub^M",
"8290981-0-38076","Sea Viper Berserker^M",
"8290981-0-38077","Siraj^M",
"8290981-0-38078","Drake Cutthroat",
"8290981-0-38079","Drake Cutthroat",
"8290981-0-38080","Lion Guard",
"8290981-0-38081","Lion Guard",
"8290981-0-38082","Crocodile",
"8290981-0-38083","Siraj^M",
"8290981-0-38084","Goorgul^M",
"8290981-0-38085","Sea Viper Berserker^F",
"8290981-0-38086","Sea Viper Deadeye^M",
"8290981-0-38087","Bloodweaver",
"8290981-0-38088","Old Widow Silk",
"8290981-0-38089","Banespinner",
"8290981-0-38090","Sea Viper Deadeye^F",
"8290981-0-38091","Sea Viper Strongarm^M",
"8290981-0-38092","Sea Viper Strongarm^F",
"8290981-0-38093","Lieutenant Clarice^F",
"8290981-0-38094","Sea Viper Charger^M",
"8290981-0-38095","Irina^F",
"8290981-0-38096","Sea Viper Charger^F",
"8290981-0-38097","Sea Viper Healer^M",
"8290981-0-38098","Bloodweaver Spider",
"8290981-0-38099","Bloodweaver Webmaster",
"8290981-0-38100","Bloodweaver Spitter",
"8290981-0-38101","Sea Viper Healer^F",
"8290981-0-38102","Glooredel^F",
"8290981-0-38103","Lion Guard Soldier",
"8290981-0-38104","Dominion Blademaster",
"8290981-0-38105","Terina^F",
"8290981-0-38106","Colovian Soldier^M",
"8290981-0-38107","Surrender",
"8290981-0-38108","Dominion Sailor",
"8290981-0-38109","Dominion Sailor",
"8290981-0-38110","Dominion Sailor",
"8290981-0-38111","Dominion Sailor",
"8290981-0-38112","Murtag Berserker",
"8290981-0-38113","Murtag Soldier",
"8290981-0-38114","MON_Lamia, ALT: talk",
"8290981-0-38115","Murtag Soldier",
"8290981-0-38116","Sergeant Muzbar^M",
"8290981-0-38117","Murtag Soldier",
"8290981-0-38118","Murtag Soldier",
"8290981-0-38119","Murtag Soldier",
"8290981-0-38120","MON_Lamia, ALT: listen",
"8290981-0-38121","Qawi",
"8290981-0-38122","Cave In",
"8290981-0-38123","Blocked Door (Private)",
"8290981-0-38124","Invis",
"8290981-0-38125","Dead Miner^M",
"8290981-0-38126","Spinner Caerllin^M",
"8290981-0-38127","Dominion Soldier^M",
"8290981-0-38128","Dominion Soldier^F",
"8290981-0-38129","Spinner Dothriel^F",
"8290981-0-38130","QALOC_HIDDEN_CHARACTER",
"8290981-0-38131","Blessing",
"8290981-0-38132","Spinner Einrel^F",
"8290981-0-38133","Oinara^F",
"8290981-0-38134","The Green Lady^F",
"8290981-0-38135","Daine^M",
"8290981-0-38136","Assassin Beetle",
"8290981-0-38137","Assassin Beetle",
"8290981-0-38138","Dariel^M",
"8290981-0-38139","Priest",
"8290981-0-38140","Titanclaw^N",
"8290981-0-38141","Priest",
"8290981-0-38142","Spinner",
"8290981-0-38143","Spinner",
"8290981-0-38144","Crocodile",
"8290981-0-38145","Cow",
"8290981-0-38146","Nicolene^F",
"8290981-0-38147","Nicolene^F",
"8290981-0-38148","Captive Bound To Wall 01",
"8290981-0-38149","Captive Bound To Wall 02",
"8290981-0-38150","Spinner Caerllin^M",
"8290981-0-38151","Spinner Dothriel^F",
"8290981-0-38152","Spinner Einrel^F",
"8290981-0-38153","Spinner Einrel^F",
"8290981-0-38154","Ghost^n",
"8290981-0-38155","Zombie",
"8290981-0-38156","Zombie",
"8290981-0-38157","Zombie",
"8290981-0-38158","Zombie",
"8290981-0-38159","Jakarn^M",
"8290981-0-38160","Elethien^F",
"8290981-0-38161","Majoll^M",
"8290981-0-38162","Nasmat^F",
"8290981-0-38163","Jakarn^M",
"8290981-0-38164","Elethien^F",
"8290981-0-38165","Majoll^M",
"8290981-0-38166","Nasmat^F",
"8290981-0-38167","Jakarn^M",
"8290981-0-38168","Elethien^F",
"8290981-0-38169","Majoll^M",
"8290981-0-38170","Nasmat^F",
"8290981-0-38171","Sergeant Stegine^M",
"8290981-0-38172","Lanitaale^F",
"8290981-0-38173","Nuulehtel^M",
"8290981-0-38174","Minantille^F",
"8290981-0-38175","Merion^M",
"8290981-0-38176","Qawi",
"8290981-0-38177","Spider Daedra",
"8290981-0-38178","Spider Daedra",
"8290981-0-38179","Spiderling",
"8290981-0-38180","Constable Charlic^M",
"8290981-0-38181","Nilaendril^M",
"8290981-0-38182","Sergeant Dagla^F",
"8290981-0-38183","First Auridon Marine",
"8290981-0-38184","First Auridon Marine",
"8290981-0-38185","Supernal Summoner",
"8290981-0-38186","MON_Scamp, ALT: enraged",
"8290981-0-38187","MON_Scamp, ALT: combat idle",
"8290981-0-38188","Jackal",
"8290981-0-38189","Generic Smoke Burst",
"8290981-0-38190","QALOC_Vendor||QALOC_Vendor",
"8290981-0-38191","Daine^M",
"8290981-0-38192","High Kinlord Rilis^M",
"8290981-0-38193","QALOC_Combat_Test",
"8290981-0-38194","Pointing Upwards 01",
"8290981-0-38195","Center",
"8290981-0-38196","The Green Lady^F",
"8290981-0-38197","MON_Werewolf, ALT: tracking",
"8290981-0-38198","MON_Ogre, ALT04: crouch fiddle",
"8290981-0-38199","Injured Peasant's Wife^M",
"8290981-0-38200","Assassin Beetle",
"8290981-0-38201","Matys Derone^M",
"8290981-0-38202","Rocky^M",
"8290981-0-38203","Bipsy^F",
"8290981-0-38204","Lulu^F",
"8290981-0-38205","Vaden^M",
"8290981-0-38206","Rainazh^M",
"8290981-0-38207","Ohtaari^F",
"8290981-0-38208","Shazeem^M",
"8290981-0-38209","Qawi",
"8290981-0-38210","Dreugh",
"8290981-0-38211","Corporal Brelinith^F",
"8290981-0-38212","Dead Guy's Cousin^F",
"8290981-0-38213","Hubert^M",
"8290981-0-38214","Uggnath^M",
"8290981-0-38215","King Laloriaran Dynar^M",
"8290981-0-38216","Clannfear",
"8290981-0-38217","Ongalion^M",
"8290981-0-38218","QALOC_ARSONIST",
"8290981-0-38219","Jalienna^F",
"8290981-0-38220","Ghani at-Halma^M",
"8290981-0-38221","Balsia^F",
"8290981-0-38222","Captain Trelano^M",
"8290981-0-38223","Elamusa^F",
"8290981-0-38224","Captain Kaleen^F",
"8290981-0-38225","Champion of Silvenar^f",
"8290981-0-38226","Champion of Silvenar^m",
"8290981-0-38227","Ranger of Silvenar^f",
"8290981-0-38228","Ranger of Silvenar^m",
"8290981-0-38229","s",
"8290981-0-38230","Night Terror",
"8290981-0-38231","Gray Viper Charger^m",
"8290981-0-38232","Gray Viper Charger^f",
"8290981-0-38233","Bloodtoil Brute",
"8290981-0-38234","Bloodthorn Sentry",
"8290981-0-38235","Bloodthorn Sentry",
"8290981-0-38236","Razum-dar^M",
"8290981-0-38237","Keeper Imiril^f",
"8290981-0-38238","Bloodtoil Brute^m",
"8290981-0-38239","Crispus^M",
"8290981-0-38240","Sabina^F",
"8290981-0-38241","Deetwos^F",
"8290981-0-38242","Vareldur",
"8290981-0-38243","Lambur^F",
"8290981-0-38244","Talama^F",
"8290981-0-38245","Vampire suck",
"8290981-0-38246","Dogeater Butcher",
"8290981-0-38247","Dogeater Witch",
"8290981-0-38248","Durzog",
"8290981-0-38249","Tahirah^F",
"8290981-0-38250","Hall1 Line1 Controller",
"8290981-0-38251","Gruluk gro-Khazun^M",
"8290981-0-38252","Haytham^M",
"8290981-0-38253","Maxime^F",
"8290981-0-38254","Rala",
"8290981-0-38255","Tunus",
"8290981-0-38256","Ormilus^M",
"8290981-0-38257","Iriel^F",
"8290981-0-38258","Hidabah^F",
"8290981-0-38259","Dark Twilight",
