"location","source","target"
"200879108-0-42587","That's—a bit underwhelming.nn""Come to the lost home of Morkul clan. Spiders for all!"" It just … it doesn't roll off the tongue.",""
"200879108-0-40867","The faithful of Malacath require protectors, especially in these difficult and violent times. I am one of Malacath's mortal agents—one of the Agra Crun. You would say ""the Blood Shield"" in the common tongue.nnYou have the archivists' blood, yes?",""
"200879108-0-41212","Here you go, have a slice. Large bites, as the chiefs of old would do.nnSo? How did it turn out?",""
"200879108-0-41034","The king can preach Orc unity all he wants, but what he means is fealty. For us to bleed out in a dagger-fight he started with the Bretons.nnUs, join that losing battle? Not if he paid our weight in Ayleid nose-hash. Told him as much last month.",""
"200879108-0-41441","Not a word. She appeared to be as surprised as we were when the soldiers barged in.nnNormally Solgra is so … proper. If the soldiers hadn't had their weapons drawn, I'm sure she would have gone with them quietly.",""
"200879108-0-41511","I understand.nnI hope you'll consider donating in the future, but we Orcs are used to hardship. The city will be built. By blood and sweat if not by gold. Farewell.",""
"200879108-0-39515","Reverse the curse? What an intriguing concept! I don't know. There may be a way.nnThere's a book around here somewhere that refers to such things. But breaking a curse requires specific ingredients. Would you be willing to obtain such items?",""
"200879108-0-36144","Orsinium used to be the Orc homeland. Breton and Redguard kings have a nasty habit of burning it to the ground.nnNow the Covenant will solve all our problems? You give them the relic, they'll use it to keep Orcs in line. If not now, then one day.",""
"200879108-0-42183","A fraud? What a hurtful thing to say! And it wasn't my—oh, all right. Perhaps my initial investigation caused a bit of a problem. But now that the dragon priest has been vanquished, the problem will take care of itself.nnAll's well that ends well.",""
"200879108-0-41965","Training warriors and heroes is fun, but it looks like even more fun to have your own army! We could be interplanar mercenaries!nnI'd really hoped to have my cohorts led by the Barons Who Move Like This. But watching you in action gives me ideas ….",""
"200879108-0-42450","Back to your alliance capital, I guess. Speak with the steward there. nnBy the looks of it, the Wrothgar Orcs have already done our work for us. We hear they're using smashed Worm Cult dolmens to help rebuild Orsinium.",""
"200879108-0-41925","Kurog struck a deal with High King Emeric. Agreed to support the Breton ruler in Ranser's War in exchange for the return of Wrothgar. That's when he declared himself king.nnSome of us were furious with him, but his actions saved countless lives.",""
"200879108-0-17816","The plants, they mean so much to me. Like family along the river's edge, yes?",""
"200879108-0-9170","Open your recipe notebook to the research page. It's a separate tab at the bottom of the book. You'll need to unravel the mystical bindings on the rune. Just place it right there on the page, and follow the instructions there.nnThen enjoy the sizzle!",""
"200879108-0-15057","The lizard is here, in Coldharbour! This thing, this construct. It must be the Mortuum Vivicus, comrade! We have caught her in her obvious lies!nnThough, it is true, Meridia is the prince of fools and weaklings. Perfect for that scaled traitor.",""
"200879108-0-38931","Must be a cowardly Fighters Guild in these parts, because the Star-Gazers begged Turuk to come with them—to find and dispatch Scaled Court in the highlands.nnTuruk found them, all right. Too many of them. There's a small army in the caverns ahead.",""
"200879108-0-39517","Oh, just a few items related to the curse. Let me think ….nnAh, yes. A potion of feather plucking. I know Telarnel has one. And an ancient wing bone. I saw one at Rasna's stall. Oh, almost forgot! A frozen egg. Nednor always has one lying around.",""
"200879108-0-39528","I'm not interested in dying, and that's the honest truth!nnThe tomb is buried under snow and ice at the top of a sacred mountain. Then there are the harpies. And the ogres. I wish Lady Laurent all the luck in the world, but it's a fool's errand.",""
"200879108-0-39537","Well, now, that's one of my most popular elixirs! You'd be amazed how many of those I sell to the clan hearth-wives on a regular basis.nnI'm afraid I'm down to my last one until the next batch is ready. For that reason, it's going to cost you dearly.",""
"200879108-0-39565","That creepy Elf friend of <<1>>. Well, not a friend, exactly. Colleague?nnHe drew the short straw to remain at camp when the rest of us went inside. I suppose we all can't be so lucky.",""
"200879108-0-39567","Gold is almost as lovely as our fair Argonian. Very well, my friend, we have a deal. Take the wing bone and tell Deechee-Noo that I am looking forward to our rendezvous on Turdas eve. nnIf you need any other ancient bones, remember Rasna, yes?",""
"200879108-0-39737","Arrogance. Thought he'd figured out why the other attempts failed.nnSee, he noticed the glacier shifting. This place was melting from the heat running through the old dwarf pipes.",""
"200879108-0-39753","In the longhouse, tending to his wounds and raging about the troubles that have befallen us. nnBy Malacath's crooked tusk, chiefs and their howling! He's useless when he's like this.",""
"200879108-0-39768","High Priestess Solgra? Oh, we couldn't have done any of this without her. She upholds the ancient traditions, traditions we sorely need right now.nnWith her help, we will restore the true religion of the Orsimer—the religion of Trinimac!",""
"200879108-0-39772","Trinimac the Warrior, the Paragon. Once he was our patron, our god. He encompasses the true ideals of the Orsimer—strength, honor, and unity. nnTalk to High Priestess Solgra. She speaks of Trinimac with more elegance and passion than I can manage.",""
"200879108-0-39809","What? <<1>> was exiled from Shatul. I would never allow her to contend for chief!",""
"200879108-0-39810","A merchant friend keeps me informed of Shatul. When she brought word of my father's injuries, I had to return and contend for chief.nnShatul must survive.",""
"200879108-0-39811","You're supposed to say, ""I needed no prayers. Only my strength."" Go on, so they can hear you.",""
"200879108-0-39828","The tales of this place speak of many failed attempts by Orc explorers to crack its secrets. Instead of claiming riches, the ruins claimed them. But who or what has mangled them so?",""
"200879108-0-39831","Ask any Orc why he does something. Code of Malacath this, Malacath commands that … but where is this code? Nowhere.nnIt means whatever we need it to mean.",""
"200879108-0-39858","What's not to hate? Only the chief may marry. Only the chief's wives may remain in the clan—pah! nnTrust me, the chief and his wives aren't the only ones ""marrying,"" no matter what lewd name you put to the act.",""
"200879108-0-39860","Simple. That priestess in Orsinium made me and <<1>> husband and wife.nnShe said if we were married in our hearts, we were married for real.",""
"200879108-0-39861","<<1>>? She's in Orsinium, spreading the word of Trinimac.nn<<2>> wasn't too happy when we told him, but we just followed his daughter's example. She's worshiped Trinimac since she became <<3>>'s forge-wife.",""
"200879108-0-39862","Yeah, she's the one.nn<<1>> wasn't too happy when he heard, but there was nothing he could do about it. His own daughter converted once she married <<2>>.",""
"200879108-0-39866","Ha! I'm just pulling your leg. Mostly I like the sound of it … ""my wife.""nnNever saw myself being married. Used to be only the chiefs could marry.",""
"200879108-0-39867","Practicality isn't the point. The Code of Malacath values strength … violence … blood.nnGive the chiefs an excuse to kill off competition. Give the young Orc boys an incentive to fight.",""
"200879108-0-39868","Met a Trinimac priestess in Orsinium. She said some fancy stuff about Orcs banding together in our hearts.nnIt made <<1>> so happy. And I can pass my little plot of land to my children. The chief can't say a thing about it.",""
"200879108-0-39869","<<1>>? He doesn't have a choice! I'll challenge him, if it came to that.nnBut I follow Trinimac now, and I don't know if we're supposed to do that. I should ask <<2>>—it's hard to keep everything straight.",""
"200879108-0-39891","Of course you do! I don't know if I can attend the moot myself—I should stay here until the clan gets used to the idea of me as chief.nnBut you can tell the king that Shatul supports him absolutely.",""
"200879108-0-39894","Had she become <<1>>'s hunt-wife as my son wanted, Shatul would have stayed for the wedding. We would have been there when the Reach attacked <<1>>'s clan.nnHer selfishness led to their destruction!",""
"200879108-0-39901","Have you been to Orsinium? The king hammers away at traditions which keep Orcs locked in squalid strongholds. He tempers us … forges us into something new. Something better.nnI will become chief of Shatul. And in a decade, it will become tradition.",""
"200879108-0-39905","Now I head to the Bloody Knoll. There I will kill <<1>> and become chief of Shatul.nnFor this to work, my grandmother must know my intentions. Inform her, and I swear upon my mother's memory—I will repay the favor when I am chief.",""
"200879108-0-39922","Does, doesn't it? My great-grandfather chose the spot. Far away from everything. Plenty of trees, game.nnWe drive the echateres to pasture in the warm months, and corral them up here in winter. This winter's likely to be colder than most.",""
"200879108-0-39924","Live on the land as long as I have, you learn to read the signs. The herd is restless, the wildlife flees, and the giants … well, I think all this snow gets to them sometimes.",""
"200879108-0-39953","As an exile, I'm not allowed to enter Shatul. But <<1>> is no exile. I traded him a new set of armor for his old, then returned to my clan.nnMy own grandmother couldn't tell the difference.",""
"200879108-0-39967","A chief who lost his entire clan to raiders from the Reach? He refused to challenge my son—to give him an honorable death under Malacath's gaze—because of ""friendship.""nnNo matter his prowess in battle, he is soft in the heart.",""
"200879108-0-39980","Ssh. Don't let him hear you say that.nnThe Rime Hammer is an old family relic. Legend is the first Morkuls used it to forge the battle-armor of Torug, founder of Orsinium. Some think we're cursed for losing it.",""
"200879108-0-39987","You'll find the Morkul Stronghold down by the shore. Chief Abzug. They have deep roots. They're also the finest smiths in all Tamriel.nnThey're vital to rebuilding Orsinium, and we definitely need them at the moot.",""
"200879108-0-40505","Did he now? I wonder how that might have happened? Well, I'm sure the great Narsis Dren can extract himself from that situation in due time.nnHe can keep whatever he found as payment for services rendered. He's welcome to it!",""
"200879108-0-40547","Oh, they are wonderfully splendid! Such exquisite relics! I'm still consulting with a few experts about the etchings, but the items are definitely related to a dragon priest and his followers. nnYou've done me a great favor, friend!",""
"200879108-0-40548","The Armlet of Torug should remain in his shrine. Make sure every Orc climbs Sorrow to see it, to understand what our ancestors were capable of achieving. In this way the relic will become a symbol to bind our people together. Surely you can see that?",""
"200879108-0-40555","Rigurt? The Nord ambassador? He seemed friendly enough.nnWhat's this really all about? Tell me and maybe I can help.",""
"200879108-0-40558","A love—? For an Orc?nnAre we talking about the same Orcs? The violent, bad-tempered, warlike people? Those Orcs? I'm not certain they write about love, certainly not like the Bretons or Nords. Perhaps I could interest you in a Redguard love sonnet?",""
"200879108-0-40569","My Lady Sovelle?  If it will help, I'll tell you whatever you'd like to know.nnHigh King Emeric sent her to negotiate a lucrative trade agreement with Orsinium, but it's probably too late for that now. What else would you like to know?",""
"200879108-0-40602","Only as immortal as the next descendant to step forward and claim the title. Bah, I knew that man would bring nothing but trouble to our family!nnPlease. I thank you for bringing me this news, but now I need to be alone.",""
"200879108-0-40611","What are you suggesting? I'm just doing what any famous adventurer and treasure hunter would do in this situation. It's my … sacred duty!nnTo imply anything else would be slander, my friend.",""
"200879108-0-40612","Well, yes, I see what you mean. But coincidence has always been the dungeon delver's closest ally. And I was hoping to get a look in this barrow when I … noticed that the draugr were active.nnFor some reason.",""
"200879108-0-40621","If I'm right and the briar hearts are grown, then I can destroy them.nnI'll know for certain once we get inside and look around. I want to make sure I mix the elixir correctly. Wouldn't want to inadvertently make them stronger, you understand.",""
"200879108-0-40624","I believe the briar hearts are grown. If that's the case, I can destroy them.nnI'll know for certain once we get inside and I can examine the process. I want to make sure I mix the elixir correctly. Wouldn't want to inadvertently make them stronger.",""
"200879108-0-40631","If I can make a few adjustments, I want to offer the constructs to the Orcs. I'm sure they'll make excellent workers!nnI'll join you up above shortly.",""
"200879108-0-40634","You mean you've never heard of the great Narsis Dren? Whatever you do, don't let him know that!nnAccording to his biography, he's the world's greatest treasure hunter, dungeon delver, and adventurer. And he certainly loves the sound of his own voice!",""
"200879108-0-40636","Oh, I'm here with Narsis Dren. He has a knack for uncovering ancient sites and old tombs. That's a big part of why he's so good at what he does. We arrived a few days ago and Dren immediately set out to explore the place.nnWhile I wait out here.",""
"200879108-0-40637","Narsis goes wherever the call of adventure takes him. And until now, I've followed along obediently.nnBut I think it's time to re-think my chosen profession. If only I could use my talents as a researcher to do something important for a change.",""
"200879108-0-40642","Well, it wouldn't surprise me. He can be very agitating.nnBut whatever's going on in there, I'm sure that Narsis Dren has the situation well in hand.",""
"200879108-0-40659","Well, we were supposed to wait until the nests were destroyed before heading inside to find the source of the briarhearts. But the Winterborn, they found us. Overwhelmed the soldiers. nnI ran. I'm not proud of it, but I'm alive. That's what matters.",""
"200879108-0-40698","Bazrag and the other clan chiefs know King Kurog all too well. They expect him to attack and kill the heretics, just as the heretics will kill the hostages.nnInnocent lives will be lost and blame will fall squarely on Kurog's shoulders.",""
"200879108-0-40700","Look, I just got back from a tour in Daggerfall and I'm still trying to figure this city out. It's a damn maze!nnI heard there might be a way back in, but the soldiers I sent to look for it haven't reported in yet.",""
"200879108-0-40719","High Priestess Solgra and our brothers and sisters in Trinimac.nnThe fanatics gathered us up and forced us in here. But Solgra, she isn't one to put up with such nonsense. She put a blade into one of them and ran into the back to help the others.",""
"200879108-0-40745","Yeah, maybe. This was our first time out on our own and things didn't go as planned.nnI'm responsible for what happened. Durga's death is on my shoulders. And on the Riekrs. But I don't want to lose any more of my friends.",""
"200879108-0-40746","With all the outsiders coming to Wrothgar, we wanted to prove our worth. Show we can handle ourselves. Gather meat, furs. Provide for the clan.nnNever expected to get ambushed by Riekrs, though. With your help, maybe we can make this right.",""
"200879108-0-40749","I know it sounds strange, but the Riekrs behaved like a raiding party. I even saw their leader bark commands in some gibberish language.nnIf I don't salvage this, make things right, I'll bring shame to my mother. She's the hunt-wife of our clan.",""
"200879108-0-40752","They headed toward the cave up in the cliffs the last time I saw them. Right after that Riekr got the drop on me.nnShould've been back by now. Maybe you can find them? I'll make my way back to the camp. As soon as my ears stop ringing.",""
"200879108-0-40756","That makes two of us. But I'm more concerned about my little brother. He ran off to find our friends with only his stupid cat to help him.nnLook, if you can convince Zhasim to get his arse out of there, I'd be grateful. Just watch out for the Riekrs.",""
"200879108-0-40757","Tracked? I guess so. They weren't really trying to hide their path. Unfortunately, they were waiting for us just outside the cave.nnSpeaking of which, did you happen to run into a big Orc named Murukh? One of the Riekrs cracked a rock on his head.",""
"200879108-0-40759","That Orgotha, always thinking! She'll make a great hunt-wife one of these days!nnI'm sure the Riekr leader is somewhere inside. Just find my brother and the others before you rile up the blue buggers. All this fighting is still kind of new to us.",""
"200879108-0-40770","That's what I'm doing! But I lost track of Zubesha and Thereg when Winks got away from me. And there are an awful lot of Riekrs in here.nnIf you find the hunters, I'll look for Winks. Sound good to you?",""
"200879108-0-40791","Possibly. Winks can slip through the smallest openings. But she could be in here somewhere. It's a big room. nnIf one of those Riekrs hurts my cat, they'll taste my blade.",""
"200879108-0-40830","They're wearing Orc armor, wielding Orc weapons, and their tusks have a jaunty tilt to them. I don't know, why would I think they're Orcs?nn<<1>> can tell you more. Can't believe I'm glad <<2>> brought him along.",""
"200879108-0-40848","Truly? Sounds like you could teach my clan a thing or two about holding a grudge.nnI have to ask about <<1>>. When you found him, was it … did he suffer?",""
"200879108-0-40849","Orsinium, most likely. If all I recovered is a tale of woe and terror, I might as well use it to earn some drinks. Walk where the echateres walk, my friend.nnUnless they have the flux. Then walk two paces to the right. Trust me on this.",""
"200879108-0-40851","Damn. You don't hold back, do you?nnStill, it sounds like he fought to the last. If he was an Orc, I'd petition to bury him at Sorrow. He should be honored for his sacrifice.",""
"200879108-0-40864","I will. Eventually. Maybe. I mean, look around!nnThese people are injured! What happens if the Winterborn come back? Someone has to protect them, keep them from being picked off one by one. Anyway, I'll keep them safe while you help Chief Bazrag.",""
"200879108-0-40866","They did. They've always been good to me. The hearth-mother. My brother Avreg. Osgotha and others. I'm an Orc, even if I don't look like one.nnBut … maybe my parents were rescued! Let's look for more clues. Maybe my Khajiit family is still alive!",""
"200879108-0-40880","The Agra Crun is all around, hidden in plain sight. In Orsinium, for example, waits one of the most powerful of our order.nnTake the scroll to Kroma, but keep it safe until you reach her. The Trinimac cult wants the truth destroyed at any cost.",""
"200879108-0-40887","I am a high priestess of Trinimac, serving in Orsinium's temple. Like you, I am here at the request of Forge-Mother Alga to help revive the ancient traditions of truth, honor, and unity.nnI also greet new arrivals. Tell me, how was your journey?",""
"200879108-0-40889","Truly? Perhaps we can still recover the supplies the clans need to survive the winter. The decision to invite outsiders to our land has already reaped untold benefits!nnTell me, where have the Winterborn hidden the supplies?",""
"200879108-0-40896","I can tell you how long it takes steel to melt. You want old stories? Go ask a poet.",""
"200879108-0-40897","<<1>> thinks she's steel in a world full of iron. For all the king blusters, she'd challenge him at every turn. Her little sister is content to just run a forge—easy choice.nnAlso, I punched his mother.",""
"200879108-0-40905","Invaders from the Reach, the Winterborn. They're following a mad warlord named Urfon Ice-Heart on some insane quest to take our land. But we're not going to let that happen. We've got something the Reachmen don't. A secret weapon.nnOur echatere!",""
"200879108-0-40911","He's a chief! In charge of an Orc clan or something.nnIf you ask me, he's got more than a chip on his shoulder. It's a whole damn mountain! I don't think he's a big supporter of King Kurog, but he saved us before he went to help the peasants.",""
"200879108-0-40926","Well, look upon my husband and weep, for his next journey is to the Ashen Forge.",""
"200879108-0-40952","I'll live. But you need to find Zubesha. The Riekr chieftain dragged her off. Something bad is going to happen to her, I just know it.",""
"200879108-0-40982","If you're brave enough, talk to Lazghal and do whatever she asks. If you can finally get her to stop yelling at me, I'll go and listen to whatever Kurog wants to say.",""
"200879108-0-41012","Thirty years into the siege of Old Orsinium, <<1>> challenged <<2>> to determine its fate. As the defenders watched the duel, Shinji's Order of Diagna slipped inside and opened the city doors. My people were slaughtered.nnAnd then … it's unclear.",""
"200879108-0-41023","There are catacombs nearby with similar stonework to this tomb, but they're crawling with Winterborn. Try there—look for a monument stone of some kind.",""
"200879108-0-41029","I guess we could take him to High Priestess Solgra. She did send us to save him, after all.nnI'm sure I can sneak him into the city, as long as he cooperates and doesn't do anything stupid or anything.",""
"200879108-0-41036","It was, until a few minutes ago. Another king—that Breton king, Joile—just sent me a letter. Told me my fool brother <<1>> died to Breton forces at Orsinium.nnBut then he turned it into a job offer.",""
"200879108-0-41055","It was just following its nature. When I rebuilt it I altered it to be my assistant. The perfect helper as it were. I think it rolled into the camp to help the hunters do—well, whatever it is hunters do. Don't you understand? This is terrific news!",""
"200879108-0-41059","Shatul travels with the echatere. We have no prisons, just the Code of Malacath.nnIf you wrong another in the clan, you have two choices—pay in gold, or pay in blood.",""
"200879108-0-41063","It's nothing. Well … <<1>> went missing that night. When I caught her out in the snow, I heard someone singing.nnIt sounded like <<2>>, but I didn't stay to listen. If the chief's hunt-wife wants to sing alone at night, that's her business.",""
"200879108-0-41065","Oh? About what?",""
"200879108-0-41089","The king will know the truth. This is <<1>>'s tomb, and altering any piece of it will mar his legend. The king won't dare touch <<2>>'s remains—especially not once I write Sentinel with the news.nnLet the kings argue with each other, if they must.",""
"200879108-0-41180","More than enough to serve brain pockets at the competition!nnI do believe I perfected the recipe with my earlier batch. Would you care for a taste? They're especially crisp!",""
"200879108-0-41182","Isn't it juicy? The grass casing draws the bile from the brain mash, which gives it a good snap.nnThis is an old recipe from Shatul. They travel well, and the <<z:1>> is a natural preservative.",""
"200879108-0-41183","Just a taste? It would help me know if it was ready for competition.",""
"200879108-0-41185","I knew it … her hands are red with my husband's blood!",""
"200879108-0-41197","<<1>> poisons her mind with denial. I refuse to pay for a crime I did not commit.",""
"200879108-0-41198","I will not dishonor my husband's memory by fighting you.nnBut if I stay, <<1>>'s grief will turn to hate. I … I will leave the clan.",""
"200879108-0-41199","Giving away your own coin so <<1>> can gain satisfaction? This isn't your affair. Why would you do this?",""
"200879108-0-41201","Then we shall fight. Meet me by the river, so I can feed it with your blood.",""
"200879108-0-41206","Since you're paying for it, I don't see why not. It's good, strong stuff.",""
"200879108-0-41209","Perfect! Ventricle pie requires the freshest ingredients. <<Cmz:1>> don't exactly keep unless you bake them quickly.nnI have one last slice from my previous attempt. You're welcome to it!",""
"200879108-0-41211","I'm not asking you to eat the whole thing. But if you don't mind, I'd like to know if it's good enough to round out a meal.",""
"200879108-0-41213","Surprising, isn't it? A bit nutty from the moss, but the intestinal quiche contrasts well with the vascular cream pockets. Chewy, too!nnIn the halls of Old Orsinium, no meal was complete until they served ventricle pie.",""
"200879108-0-41237","Dig in! The lichen is key to the broth. You may notice the tomato base draws out the subtler taste of the truffles.",""
"200879108-0-41238","Bear meat is usually disgusting, but those of northern Wrothgar survive on a diet of fish. And the marrow makes for a delicious stew!nnI can't wait to serve up <<1>>'s head. I hope there'll be a subtle hint of coffee.",""
"200879108-0-41239","You aren't a fan of a dish that comes with its own container? Are you sure you can't make an exception? Just one ladle-full?",""
"200879108-0-41255","The Vosh Rakh want to make a statement. Something big. Bazrag thinks it involves the moot, where all the chiefs will be gathered.nnWe need more information. Someone needs to enter the old Trinimac temple to the west and learn more about their plans.",""
"200879108-0-41274","Honor the clans who carved out a mountainside to raise these walls—those who armed, fed, and ruled this city in its prime.nnHonor the clans who built a city worthy of my attention.",""
"200879108-0-41311","Then go forth and receive your clan.nnShatul, I present your new chief!",""
"200879108-0-41318","As you can see, we've been rather busy ourselves, so I haven't had a chance to get the entire story out of Eveli.nnTell me, what else did you learn at Paragon's Remembrance?",""
"200879108-0-41319","Solgra doesn't have a bounty on her head—at least not yet. She went back to the temple. Business as usual, and all that.nnWhat a mess Kurog has made. He thinks we're the traitors, but his mother is running a cult right under his nose.",""
"200879108-0-41320","By the sacred tusk, the forge-mother? The Vosh Rakh answer to Alga? That's … well, come to think of it, that makes a certain amount of sense.nnThe cowards blame the high priestess and then get to smell like sunshine on a cloudy day.",""
"200879108-0-41324","I assumed as much. That's why I decided to appear in this manner. That way we can talk freely, without one of us deciding to be gauche and draw a weapon or otherwise behave badly.",""
"200879108-0-41325","Oh, but we already have, don't you see?nnThe clan chiefs have gathered and the moot is about to start. Soon the news will spread that Solgra is behind the Vosh Rakh. Everything's in place, just as I have foreseen. You have failed, outsider.",""
"200879108-0-41326","The time for endless talk and debate is over. These cowards who call themselves chiefs will soon be removed and no one will remain to say no to my son. It's for the best.nnOh, and I haven't forgotten Bazrag. We'll get him too, in the end.",""
"200879108-0-41342","Haven't you and your friends caused us enough trouble already?nnAll right, if you get me my inn back, I'll try to forget that any of this ever happened. So, how can I help?",""
"200879108-0-41344","Never seen her before. I make it a habit to get to know all of the guards and soldiers who come to the inn to unwind.nnFrom the look on her face, she hasn't unwound since the king was a cub tied to the Forge-Mother's apron.",""
"200879108-0-41353","I was running messages … for the cute Wood Elf and the grumpy Orc ….nnWhen I returned … the soldiers rushed in … stabbed me.",""
"200879108-0-41354","They never saw it coming. The soldiers grabbed the Orc chief and the Elf … took them away. By the order of … the king.nnI guess I was … just in the way.",""
"200879108-0-41356","So proud. So sure. So certain that you do the right thing. But you defy the will of Trinimac and try to stop the inevitable by warning my son.nnIn short, you have begun to annoy me.",""
"200879108-0-41357","No, we're done here. You think you know so much, but you're just grasping at straws.nnThe plan proceeds and you can't stop it. The Orsimer will rally as one under the banner of King Kurog. I have foreseen it!",""
"200879108-0-41358","The Vosh Rakh do exactly what they've been ordered to do. They will eliminate every obstacle that threatens my son. It's time to remove the clan chiefs so that Orsimer unification can begin.nnThis is about survival! Surely, you can understand that?",""
"200879108-0-41359","I admit I never trusted you. But you've helped our people. You deserved better than to fall to the forge-mother.nnI dragged you back here before the Vosh Rakh arrived, healed you as best I could. Now get out of here before the soldiers find you.",""
"200879108-0-41361","The chiefs have already headed to the moot and Vosh Rakh guard the keep. If you want to survive, you have to leave now.nnI don't want to fight you, but if you decide to go after the king … well, I am sworn to protect my beloved.",""
"200879108-0-41362","My beloved does what he must to unite our people. You know this is true. You've seen it. The clan chiefs refuse to listen.nnIf Kurog fails, the Orsimer will never be anything more than the abused and scorned wretches the other races imagine us to be.",""
"200879108-0-41367","Not sure. I slipped inside before Kurog locked down the keep. Found you lying on the floor and dragged you back here before all the Vosh Rakh showed up.nnI thought they were Orsimer soldiers at first, but those are definitely the cultists up there.",""
"200879108-0-41368","You go ahead. Just watch yourself. Those Vosh Rakh maniacs aren't going to stand aside and let you march in there.nnI'll go gather some other allies in the city. If you run into problems, meet me outside the keep and we'll figure something else out.",""
"200879108-0-41369","They headed for the moot. It's going to start soon.nnKurog and the chiefs don't realize what they're walking into. It's going to be a blood bath!",""
"200879108-0-41370","Ah. The poor girl is still young. She can't accept that our husband fell in fair combat.nnThere is no conspiracy, just a good man who fell before his time. Tell her that.",""
"200879108-0-41371","You rummaged through my tent? If you weren't blood-kin, I could gut you for that.nnNot that my things are your business, but it's a book of battle poetry. I read them occasionally.",""
"200879108-0-41372","His sword jangles—lots of little buckles on the scabbard—but mine is quieter than a thief. I bet he didn't want to wake me, the morning he was injured.nnDamned fool, trying to prove himself. Didn't want his hunt-wife along to fight the giant.",""
"200879108-0-41373","You better not be pulling my tusk, outsider.nnI've known Kurog for a long time. We may disagree on certain issues, but he's always had the best interests of our people in mind. This makes no sense!",""
"200879108-0-41374","There are still some people here in the city that I can count on.nnNow do whatever you have to and get to the moot. If you run into any problems, find me outside the keep and we'll figure something out.",""
"200879108-0-41375","Then there isn't any time to waste. Give me the key and head for the throne room. There's a passage in there that will lead you directly to the moot.nnI'll get Eveli to safety and try to gather some additional help.",""
"200879108-0-41384","It's what they preach in Orsinium, isn't it? Always wise to keep in touch with the king's politics.nnBetter to know the old myths than sound like a bumpkin.",""
"200879108-0-41385","Let me see that ….nnYou can get to the moot through the temple? I had no idea that path even existed! But they sent soldiers after Solgra. That's bad. We need a new plan and we need it now.",""
"200879108-0-41388","You go ahead to the temple and check on the high priestess.nnEveli and I have one more place where we can look for some help. If we're successful, it might make the path to the moot slightly less complicated.",""
"200879108-0-41389","I'm well aware of that! I'm counting on the start of the moot to keep them distracted, but we won't take any unnecessary chances.nnWe need Solgra alive to tell her side of the story. Then we can get to the moot and save the chiefs.",""
"200879108-0-41402","That's my hunting blade! <<1>> must have grabbed it on his way to the giant camp.nnCareful how you handle it. The blade has a paralyzing poison on the edge.",""
"200879108-0-41403","You see? A cultist chants to her Daedric Prince, just like the stories.nnI bet she was cavorting in the moonlight. Perhaps she was chanting to ensorcell <<1>>!",""
"200879108-0-41404","I name you my champion. Go to <<1>> and demand the blood price. She must pay in gold or blood.nnReturn to me when the debt is paid. Then I can put my husband to rest.",""
"200879108-0-41405","This is enough evidence for me to demand the blood price from <<1>>.",""
"200879108-0-41407","Of course! What do you want to know?",""
"200879108-0-41423","Shatul will survive. A new hunt-wife will take my place.nnAs a girl, my dreams were of hunts in distant lands. Now, as a widow, they shall be reality.",""
"200879108-0-41424","I don't take charity … but this isn't charity. It will help <<1>> get past our husband's death. It will bring Shatul together.nnTell her I will pay her the blood price directly. Then, perhaps we can speak of what both of us lost.",""
"200879108-0-41425","Solgra … Solgra says the arrow just missed my heart. Never knew an Orc who could shoot worth a damn, anyway. Well, except for those catapulteers back at Frostbreak. They were pretty amazing.nnSo, be honest with me. Am I going to be all right?",""
"200879108-0-41426","I used to think he was a good ruler. Strong, honorable. But he's a menace. He's let himself become more important than his ideas.nnSo go and do what you do so well. I'll wait right here. Recovering. I want to be ready for the next adventure.",""
"200879108-0-41427","That bad, huh? Well, don't worry about me. You've got more important things to deal with. Like the clan chiefs.nnYou're going to go after Kurog, aren't you?",""
"200879108-0-41440","If this is about that incident with the fanatics, you should take it up with the king.nnIn these difficult times, misunderstandings can quickly spiral out of control and lead to situations we'd all rather avoid.",""
"200879108-0-41442","But … but … oh, very well. When the king's soldiers banged on the doors, she ran up the stairs and outside. The soldiers knocked us aside and chased after her.nnI don't know what Solgra did, but she's clearly made someone very angry.",""
"200879108-0-41443","Vosh Rakh? I don't understand. But no, they didn't hurt me. Not for lack of trying, though.nnSo tell me, what kind of trouble are we in now?",""
"200879108-0-41444","We can't allow that to happen! But why have you come to help me? The clan chiefs are more important. You should be at the moot, doing whatever you can to foil the king's dastardly plan.",""
"200879108-0-41445","I feared as much. Only they have the influence needed to pull of a scheme so grand. And Kurog has been getting desperate of late.nnI'll worry about this later. There is no time now. What can we do to stop them?",""
"200879108-0-41450","We were just … it was supposed to …. The captain's worked for my father for years. My father. You just can't say no to him. He said that the captain would take care of everything.nnBy the gods, what have I done? Sovelle will never forgive me.",""
"200879108-0-41473","I expected you'd say that. Take this. It will open the cells in the dungeon below the keep.nnJust take your friends far from this place and let my beloved finish his mission to elevate our people.",""
"200879108-0-41474","Brazen ignorance. Of course.nnYou don't understand what you ask. <<1>> has a special place in my legend, and I in hers.",""
"200879108-0-41476","In this tomb are the items I used to win over <<1>>'s trust.nnReturn each to its proper home, so you may return to yours.",""
"200879108-0-41485","As much as it galls me to help him, Kurog needs to be warned. He's in as much danger as the clan chiefs, especially if Alga plans to usurp her son.nnYou go talk to Kurog. I'll send Eveli to protect Solgra.",""
"200879108-0-41486","Let me see that …. nnYou can get to the moot through the temple? I had no idea that path existed. But they sent soldiers? I hope Eveli can handle things until we get there.",""
